[TEXTURES]
101	textures\CarAndMainRight.png	255	255	255
100	textures\CarAndMainLeft.png	255	255	255
3	textures\map3.png	0	0	0
4	textures\map1.png	0	0	0
50	textures\enemies3.png	255	255	255
5	textures\jason.jpeg	255	255	255
6	textures\items.png	255	255	255
7	textures\lastmap.png	255	255	255
8	textures\map2.png	255	255	255
9	textures\walldie.png	255	255	255
10	textures\healthbar.jpg	255	255	255
11	textures\healthbar1.jpg	255	255	255
12	textures\healthbar2.jpg	255	255	255
13	textures\healthbar3.jpg	255	255	255
14	textures\healthbar4.jpg	255	255	255
15	textures\healthbar5.jpg	255	255	255
16	textures\healthbar6.jpg	255	255	255
17	textures\healthbar7.jpg	255	255	255
18	textures\healthbar8.jpg	255	255	255
[SPRITES]
#healthbar
1	0	0	8	48	10
2	0	0	8	48	11
3	0	0	8	48	12
4	0	0	8	48	13
5	0	0	8	48	14
6	0	0	8	48	15
7	0	0	8	48	16
8	0	0	8	48	17
9	0	0	8	48	18
#Wallenemy
10026	464	1424	480	1440	8
10027	51	306	67	322	9
10028	225	109	257	141	6
#Penetrable brick
4100	32	1728	48	1760	7
4101	144	1728	160	1760	7
4102	96	1600	112	1632	7
4103	96	1616	112	1648	7
4104	32	1472	48	1504	7
4105	32	1488	48	1520	7
4106	144	1504	160	1536	7
4107	144	1520	160	1552	7
4108	288	1728	304	1760	7
4109	400	1728	416	1760	7
4110	96	1216	112	1248	7
4111	96	1232	112	1264	7
4112	96	1248	112	1280	7
4113	96	1264	112	1296	7
4114	144	960	160	992	7
4115	144	976	160	1008	7
4116	144	992	160	1024	7
4117	144	1008	160	1040	7
4118	32	960	48	992	7
4119	80	704	96	736	7
4120	80	720	96	752	7
4121	80	736	96	768	7
4122	80	752	96	784	7
4123	32	704	48	736	7
4124	160	704	176	736	7
4125	160	720	176	752	7
4126	160	736	176	768	7
4127	160	752	176	784	7
4128	176	704	192	736	7
4129	96	448	112	480	7
4130	96	464	112	496	7
4131	96	480	112	512	7
4132	96	496	112	528	7
4133	112	448	128	480	7
4134	144	320	160	352	7
4135	144	336	160	368	7
4136	144	352	160	384	7
4137	144	368	160	400	7
4138	32	320	48	352	7
4139	96	192	112	224	7
55	112	192	128	224	7
4140	96	208	112	240	7
4141	96	224	112	256	7
4142	96	240	112	272	7
4143	48	1728	64	1760	7
4144	160	1728	176	1760	7
4145	112	1600	128	1632	7
4146	112	1616	128	1648	7
4147	48	1472	64	1504	7
4148	48	1488	64	1520	7
4149	304	1728	320	1760	7
4150	416	1728	432	1760	7
4151	112	1216	128	1248	7
4152	48	960	64	992	7
4153	48	704	64	736	7
4154	192	704	208	736	7
4155	128	448	144	480	7
4156	48	320	64	352	7
4157	64	1728	80	1760	7
4158	176	1728	192	1760	7
4159	128	1600	144	1632	7
4160	128	1616	144	1648	7
4161	64	1472	80	1504	7
4162	64	1488	80	1520	7
4163	320	1728	336	1760	7
4164	432	1728	448	1760	7
4165	128	1216	144	1248	7
4166	64	960	80	992	7
4167	64	704	80	736	7
4168	208	704	224	736	7
4169	144	448	160	480	7
4170	64	320	80	352	7
4171	80	1728	96	1760	7
4172	192	1728	208	1760	7
4173	144	1600	160	1632	7
4174	144	1616	160	1648	7
4175	80	1472	96	1504	7
4176	80	1488	96	1520	7
4177	336	1728	352	1760	7
4178	448	1728	464	1760	7
4179	144	1216	160	1248	7
4180	80	960	96	992	7
4181	160	448	176	480	7
4182	80	320	96	352	7
4183	96	1728	112	1760	7
4184	208	1728	224	1760	7
4185	160	1600	176	1632	7
4186	160	1616	176	1648	7
4187	96	1472	112	1504	7
4188	96	1488	112	1520	7
4189	352	1728	368	1760	7
4190	464	1728	480	1760	7
4191	160	1216	176	1248	7
4192	96	960	112	992	7
4193	176	448	192	480	7
4194	96	320	112	352	7
4195	176	1600	192	1632	7
4196	176	1616	192	1648	7
4197	112	1472	128	1504	7
4198	112	1488	128	1520	7
4199	176	1216	192	1248	7
4200	112	960	128	992	7
4201	192	448	208	480	7
4202	112	320	128	352	7
4203	192	1600	208	1632	7
4204	192	1616	208	1648	7
