[TEXTURES]
101	textures\CarAndMainRight.png	255	255	255
100	textures\CarAndMainLeft.png	255	255	255
3	textures\map3.png	0	0	0
4	textures\map1.png	0	0	0
50	textures\enemies3.png	255	255	255
5	textures\jason.jpeg	255	255	255
6	textures\items.png	255	255	255

[SPRITES]
#Bullet
123	91	20	115	28	100
124	117	20	123	42	100
#BigJasonBack					
700	62	43	82	74	5
701	88	42	108	74	5
702	114	43	134	74	5
#BigJasonFront					
703	139	43	159	74	5
704	164	42	184	74	5
705	188	43	208	74	5
#BigJasonLeft					
706	49	78	73	109	5
707	77	78	101	109	5
708	107	77	131	109	5
#BigJasonRight					
709	141	77	165	109	5
710	171	78	195	109	5
711	199	78	223	109	5
#BigJasonDie					
712	82	112	106	141	5
713	110	114	133	141	5
714	137	116	161	141	5
715	165	125	189	141	5
#enemy1
8000	157	1487	179	1505	50
8100	105	109	121	125	6
#enemy2
8001	59	738	77	756	50
8002	80	738	98	756	50
8003	101	738	119	756	50
#enemy3
8004	73	387	91	405	50
8104	255	109	271	125	6
#enemy4
8005	100	32	118	47	50
8006	80	29	98	44	50
8007	60	32	78	47	50
8008	37	40	58	47	50
8100	105	109	121	125	6
#enemy5
8009	43	759	61	776	50
8010	62	759	80	776	50
8011	82	759	100	776	50
#enemy6
8012	54	387	72	405	50
8013	94	387	112	405	50
8014	114	387	132	405	50
8104	255	109	271	125	6
#enemy7
8015	130	32	148	47	50
8016	150	29	168	47	50
8017	171	32	189	47	50
8018	190	37	208	47	50
#enemy8
8019	128	737	146	755	50
8020	149	737	167	755	50
8021	170	737	188	755	50
#enemy9
8022	42	650	58	668	50
8023	60	653	78	668	50
8024	81	651	99	668	50
8025	102	652	118	668	50
#enemy10
8026	102	652	118	668	50
#bg
10001	784	1048	2016	1544	4
#Gun
20001	12	3	20	11	100
20002	390	3	398	11	101
20003	30	3	38	11	100
#Main
70001	39	3	55	11	100
70002	355	3	371	11	101
70003	73	3	89	19	100
70004	108	3	124	19	100
#RightWheel
30001	390	21	398	29	101
30002	399	21	407	29	101
30003	372	21	380	29	101
30004	381	21	389	29	101
#LeftWheel
40001	12	21	20	29	100
40002	3	21	11	29	100
40003	30	21	38	29	100
40004	21	21	29	29	100
#IdleWheel
50001	12	21	20	29	100
#Connector
60001	39	21	47	29	100
#Portal
101109	1632	1376	1696	1448	4
#brick
100001	1464	1048	1472	1056	4
100002	1472	1048	1480	1056	4
100003	1480	1048	1488	1056	4
100004	1488	1048	1496	1056	4
100005	1496	1048	1504	1056	4
100006	1504	1048	1512	1056	4
100007	1512	1048	1520	1056	4
100008	1520	1048	1528	1056	4
100009	1528	1048	1536	1056	4
100010	1536	1048	1544	1056	4
100011	1544	1048	1552	1056	4
100012	1552	1048	1560	1056	4
100013	1560	1048	1568	1056	4
100014	1568	1048	1576	1056	4
100015	1720	1048	1728	1056	4
100016	1728	1048	1736	1056	4
100017	1736	1048	1744	1056	4
100018	1744	1048	1752	1056	4
100019	1752	1048	1760	1056	4
100020	1760	1048	1768	1056	4
100021	1768	1048	1776	1056	4
100022	1776	1048	1784	1056	4
100023	1784	1048	1792	1056	4
100024	1792	1048	1800	1056	4
100025	1800	1048	1808	1056	4
100026	1808	1048	1816	1056	4
100027	1816	1048	1824	1056	4
100028	1824	1048	1832	1056	4
100029	1832	1048	1840	1056	4
100030	1840	1048	1848	1056	4
100031	1848	1048	1856	1056	4
100032	1856	1048	1864	1056	4
100033	1864	1048	1872	1056	4
100034	1872	1048	1880	1056	4
100035	1880	1048	1888	1056	4
100036	1888	1048	1896	1056	4
100037	1896	1048	1904	1056	4
100038	1904	1048	1912	1056	4
100039	1912	1048	1920	1056	4
100040	1920	1048	1928	1056	4
100041	1464	1056	1472	1064	4
100042	1568	1056	1576	1064	4
100043	1720	1056	1728	1064	4
100044	1920	1056	1928	1064	4
100045	1464	1064	1472	1072	4
100046	1568	1064	1576	1072	4
100047	1720	1064	1728	1072	4
100048	1920	1064	1928	1072	4
100049	1464	1072	1472	1080	4
100050	1568	1072	1576	1080	4
100051	1720	1072	1728	1080	4
100052	1920	1072	1928	1080	4
100053	1432	1080	1440	1088	4
100054	1440	1080	1448	1088	4
100055	1448	1080	1456	1088	4
100056	1456	1080	1464	1088	4
100057	1464	1080	1472	1088	4
100058	1568	1080	1576	1088	4
100059	1688	1080	1696	1088	4
100060	1696	1080	1704	1088	4
100061	1704	1080	1712	1088	4
100062	1712	1080	1720	1088	4
100063	1720	1080	1728	1088	4
100064	1920	1080	1928	1088	4
100065	1928	1080	1936	1088	4
100066	1936	1080	1944	1088	4
100067	1944	1080	1952	1088	4
100068	1952	1080	1960	1088	4
100069	1432	1088	1440	1096	4
100070	1568	1088	1576	1096	4
100071	1688	1088	1696	1096	4
100072	1952	1088	1960	1096	4
100073	1432	1096	1440	1104	4
100074	1568	1096	1576	1104	4
100075	1688	1096	1696	1104	4
100076	1952	1096	1960	1104	4
100077	1432	1104	1440	1112	4
100078	1568	1104	1576	1112	4
100079	1688	1104	1696	1112	4
100080	1952	1104	1960	1112	4
100081	1368	1112	1376	1120	4
100082	1376	1112	1384	1120	4
100083	1384	1112	1392	1120	4
100084	1392	1112	1400	1120	4
100085	1400	1112	1408	1120	4
100086	1408	1112	1416	1120	4
100087	1416	1112	1424	1120	4
100088	1424	1112	1432	1120	4
100089	1432	1112	1440	1120	4
100090	1568	1112	1576	1120	4
100091	1576	1112	1584	1120	4
100092	1584	1112	1592	1120	4
100093	1592	1112	1600	1120	4
100094	1600	1112	1608	1120	4
100095	1608	1112	1616	1120	4
100096	1616	1112	1624	1120	4
100097	1624	1112	1632	1120	4
100098	1632	1112	1640	1120	4
100099	1640	1112	1648	1120	4
100100	1648	1112	1656	1120	4
100101	1656	1112	1664	1120	4
100102	1664	1112	1672	1120	4
100103	1672	1112	1680	1120	4
100104	1680	1112	1688	1120	4
100105	1688	1112	1696	1120	4
100106	1952	1112	1960	1120	4
100107	1960	1112	1968	1120	4
100108	1968	1112	1976	1120	4
100109	1976	1112	1984	1120	4
100110	1984	1112	1992	1120	4
100111	1368	1120	1376	1128	4
100112	1984	1120	1992	1128	4
100113	1368	1128	1376	1136	4
100114	1984	1128	1992	1136	4
100115	1368	1136	1376	1144	4
100116	1984	1136	1992	1144	4
100117	1368	1144	1376	1152	4
100118	1984	1144	1992	1152	4
100119	1992	1144	2000	1152	4
100120	2000	1144	2008	1152	4
100121	2008	1144	2016	1152	4
100122	1368	1152	1376	1160	4
100123	1984	1152	1992	1160	4
100124	1992	1152	2000	1160	4
100125	2000	1152	2008	1160	4
100126	2008	1152	2016	1160	4
100127	1368	1160	1376	1168	4
100128	1984	1160	1992	1168	4
100129	1992	1160	2000	1168	4
100130	2000	1160	2008	1168	4
100131	2008	1160	2016	1168	4
100132	1368	1168	1376	1176	4
100133	1984	1168	1992	1176	4
100134	1992	1168	2000	1176	4
100135	2000	1168	2008	1176	4
100136	2008	1168	2016	1176	4
100137	1336	1176	1344	1184	4
100138	1344	1176	1352	1184	4
100139	1352	1176	1360	1184	4
100140	1360	1176	1368	1184	4
100141	1368	1176	1376	1184	4
100142	1984	1176	1992	1184	4
100143	1992	1176	2000	1184	4
100144	2000	1176	2008	1184	4
100145	2008	1176	2016	1184	4
100146	1336	1184	1344	1192	4
100147	1584	1184	1592	1192	4
100148	1592	1184	1600	1192	4
100149	1600	1184	1608	1192	4
100150	1608	1184	1616	1192	4
100151	1616	1184	1624	1192	4
100152	1624	1184	1632	1192	4
100153	1632	1184	1640	1192	4
100154	1640	1184	1648	1192	4
100155	1648	1184	1656	1192	4
100156	1656	1184	1664	1192	4
100157	1664	1184	1672	1192	4
100158	1672	1184	1680	1192	4
100159	1856	1184	1864	1192	4
100160	1864	1184	1872	1192	4
100161	1872	1184	1880	1192	4
100162	1880	1184	1888	1192	4
100163	1888	1184	1896	1192	4
100164	1896	1184	1904	1192	4
100165	1904	1184	1912	1192	4
100166	1912	1184	1920	1192	4
100167	1920	1184	1928	1192	4
100168	1928	1184	1936	1192	4
100169	1936	1184	1944	1192	4
100170	1944	1184	1952	1192	4
100171	1952	1184	1960	1192	4
100172	1960	1184	1968	1192	4
100173	1968	1184	1976	1192	4
100174	1976	1184	1984	1192	4
100175	1984	1184	1992	1192	4
100176	1992	1184	2000	1192	4
100177	2000	1184	2008	1192	4
100178	2008	1184	2016	1192	4
100179	1336	1192	1344	1200	4
100180	1584	1192	1592	1200	4
100181	1592	1192	1600	1200	4
100182	1600	1192	1608	1200	4
100183	1608	1192	1616	1200	4
100184	1616	1192	1624	1200	4
100185	1624	1192	1632	1200	4
100186	1632	1192	1640	1200	4
100187	1640	1192	1648	1200	4
100188	1648	1192	1656	1200	4
100189	1656	1192	1664	1200	4
100190	1664	1192	1672	1200	4
100191	1672	1192	1680	1200	4
100192	1856	1192	1864	1200	4
100193	2008	1192	2016	1200	4
100194	1336	1200	1344	1208	4
100195	1584	1200	1592	1208	4
